normalized,pnsp_compound,pur_chemname,pur_chem_code,cfr180_chemical,cfr180_section,n_sources
POLYOXYETHYLENELANOLIN,,POLYOXYETHYLENE LANOLIN,2099,,,1
POLYOXYETHYLENEMETHYLENEBIS,,POLYOXYETHYLENE METHYLENEBIS(DIAMYLPHENOL),3749,,,1
POLYOXYETHYLENEMETHYLENEBISPHENOL,,POLYOXYETHYLENE METHYLENEBIS(TERT-OCTYL)PHENOL,3750,,,1
POLYOXYETHYLENEMIXEDFATTY,,POLYOXYETHYLENE MIXED FATTY ACID ESTER,1444,,,1
POLYOXYETHYLENEMONOETHANOLAMIDEOFCOCONUTOILFATTY,,POLYOXYETHYLENE (2 MOLES) MONOETHANOLAMIDE OF COCONUT OIL FATTY,3751,,,1
POLYOXYETHYLENEOFRESINANDROSINACIDS,,POLYOXYETHYLENE ESTER OF RESIN AND ROSIN ACIDS,3334,,,1
POLYOXYETHYLENEPOLYOLFATTY,,POLYOXYETHYLENE POLYOL FATTY ACID ESTERS,6237,,,1
POLYOXYETHYLENEPOLYOXYPROPYLENE,,POLYOXYETHYLENE POLYOXYPROPYLENE,1698,,,1
POLYOXYETHYLENEPOLYOXYPROPYLENECETYLETHERPHOSPHATE,,POLYOXYETHYLENE POLYOXYPROPYLENE CETYL ETHER PHOSPHATE ESTER,2828,,,1
POLYOXYETHYLENEPOLYOXYPROPYLENEMONOBUTYLETHER,,POLYOXYETHYLENE POLYOXYPROPYLENE MONOBUTYL ETHER,2812,,,1
POLYOXYETHYLENEPOLYOXYPROPYLENEPHOSPHATE,,POLYOXYETHYLENE POLYOXYPROPYLENE PHOSPHATE,3756,,,1
POLYOXYETHYLENEPTERTBUTYLPHENOLFORMALDEHYDERESIN,,POLYOXYETHYLENE P-TERT-BUTYL PHENOL-FORMALDEHYDE RESIN,3758,,,1
POLYOXYETHYLENESORBITANMIXEDFATTY,,POLYOXYETHYLENE SORBITAN MIXED FATTY ACID ESTERS,5873,,,1
POLYOXYETHYLENESORBITANMONOLAURATE,,POLYOXYETHYLENE SORBITAN MONOLAURATE,2813,,,1
POLYOXYETHYLENESORBITANMONOOLEATE,,POLYOXYETHYLENE SORBITAN MONOOLEATE,1503,,,1
POLYOXYETHYLENESORBITANMONOPALMITATE,,POLYOXYETHYLENE SORBITAN MONOPALMITATE,3336,,,1
POLYOXYETHYLENESORBITANMONOSTEARATE,,POLYOXYETHYLENE SORBITAN MONOSTEARATE,3759,,,1
POLYOXYETHYLENESORBITANMONOTALLATE,,POLYOXYETHYLENE SORBITAN MONOTALLATE,3337,,,1
POLYOXYETHYLENESORBITANTRIOLEATE,,POLYOXYETHYLENE SORBITAN TRIOLEATE,2814,,,1
POLYOXYETHYLENESORBITOL,,POLYOXYETHYLENE SORBITOL,3760,,,1
POLYOXYETHYLENESORBITOLHEXAOLEATE,,POLYOXYETHYLENE SORBITOL HEXAOLEATE,3761,,,1
POLYOXYETHYLENESORBITOLMIXEDETHER,,"POLYOXYETHYLENE SORBITOL, MIXED ETHER ESTER",1178,,,1
POLYOXYETHYLENESORBITOLOLEATELAURATE,,POLYOXYETHYLENE SORBITOL OLEATE-LAURATE,958,,,1
POLYOXYETHYLENESORBITOLPENTATALLOIL,,POLYOXYETHYLENE SORBITOL PENTA TALL OIL ESTER (40 MOLES),3762,,,1
POLYOXYETHYLENESORBITOLTETRAOLEATE,,POLYOXYETHYLENE SORBITOL TETRAOLEATE,3764,,,1
POLYOXYETHYLENESOYAAMINE,,POLYOXYETHYLENE (5) SOYA AMINE,3339,,,1
POLYOXYETHYLENESOYBEANOILFATTY,,POLYOXYETHYLENE SOYBEAN OIL FATTY ACID ESTER,3338,,,1
POLYOXYETHYLENESTEARYLETHER,,POLYOXYETHYLENE STEARYL ETHER,2815,,,1
POLYOXYETHYLENETALLOILFATTY,,POLYOXYETHYLENE TALL OIL FATTY ACID ESTER,3734,,,1
POLYOXYETHYLENETRIDECYLALCOHOL,,POLYOXYETHYLENE (6) TRIDECYL ALCOHOL,6118,,,1
POLYOXYPOLYOXYMONOETHER,,POLYOXY(ETHYLENE) POLYOXY(PROPYLENE) MONO(DI-SEC-BUTYLPHENYL) ETHER,3754,,,1
POLYPOLYGLYCOLMONOALLYLETHER,,POLY(OXYETHYLENE) POLY(OXYPROPYLENE) GLYCOL MONOALLYL ETHER,5868,,,1
POLYPROPOXYPOLYETHOXYETHANOLIODINECOMPLEX,,"POLY PROPOXY POLY ETHOXY ETHANOL, IODINE COMPLEX",1828,,,1
POLYPROPYLENE,,POLYPROPYLENE,2347,,,1
POLYPROPYLENEGLYCOL,,POLYPROPYLENE GLYCOL,3011,,,1
POLYQUATERNIUM6,,POLYQUATERNIUM-6,2818,,,1
POLYSACCHARIDEPOLYMER,,POLYSACCHARIDE POLYMER,2112,,,1
POLYSILOXANE,,POLYSILOXANE,5718,,,1
POLYSORBATE65,,POLYSORBATE 65,3768,,,1
POLYSTYRENE,,POLYSTYRENE,3342,,,1
POLYSTYRENEDIVINYLBENZENEQUATERNARYAMMONIUMANIONEXCHANGERESINWITHIODINE,,POLYSTYRENE DIVINYL BENZENE QUATERNARY AMMONIUM ANION EXCHANGE RESIN WITH IODINE,6368,,,1
POLYTRIMETHYLVINYLBENZYLAMMONIUMCHLORIDE,,POLYTRIMETHYL VINYL BENZYL AMMONIUM CHLORIDE,3769,,,1
POLYURETHANE,,POLYURETHANE,3770,,,1
POLYVINYLALCOHOL,,POLYVINYL ALCOHOL,2819,,,1
POLYVINYLBUTYRALRESIN,,POLYVINYL BUTYRAL RESIN,2820,,,1
POLYVINYLCHLORIDE,,POLYVINYL CHLORIDE,2821,,,1
POLYVINYLPYRROLIDONE,,POLYVINYL PYRROLIDONE,1466,,,1
POLYVINYLPYRROLIDONEIODINECOMPLEX,,POLYVINYL PYRROLIDONE - IODINE COMPLEX,1611,,,1
POLYVISOSH,,POLYVIS O-SH,2823,,,1
PORCINEZONAPELLUCIDA,,"PORCINE ZONA PELLUCIDA (ZP1, ZP2, ZP4)|PORCINE ZONA PELLUCIDA (ZP3)",6198|6199,,,1
POTASHFISHSOAP,,POTASH FISH SOAP,496,,,1
POTASHSOAP,,POTASH SOAP,1596,,,1
POTASSIUM13DICHLORO246TRIOXOHEXAHYDROSTRIAZINE,,"POTASSIUM 1,3-DICHLORO-2,4,6-TRIOXO HEXAHYDRO-S-TRIAZINE",1650,,,1
POTASSIUM2ETHYLHEXANOATE,,POTASSIUM 2-ETHYLHEXANOATE,3528,,,1
POTASSIUM3ETHYLOCTADECYLAMINOETHOXYPROPIONATE,,POTASSIUM 3-(2-(2-((2-(2-HYDROXY ETHYL) ETHYL) OCTADECYL AMINO)ETHOXY) PROPIONATE,3352,,,1
POTASSIUM6CARBOXY4HEXYL2CYCLOHEXENE1OCTANOATE,,POTASSIUM-6-CARBOXY-4-HEXYL-2-CYCLOHEXENE-1-OCTANOATE,3346,,,1
POTASSIUMABEITATE,,POTASSIUM ABEITATE,866,,,1
POTASSIUMACETATE,,POTASSIUM ACETATE,3343,,,1
POTASSIUMALUMINUMSILICATE,,POTASSIUM ALUMINUM SILICATE,3344,,,1
POTASSIUMALUMINUMSULFATE,,POTASSIUM ALUMINUM SULFATE,3345,,,1
POTASSIUMBICARBONATE,POTASSIUM BICARBONATE,POTASSIUM BICARBONATE,5037,,,2
POTASSIUMBISULFATE,,POTASSIUM BISULFATE,1860,,,1
POTASSIUMBROMIDE,,POTASSIUM BROMIDE,1090,,,1
POTASSIUMCARBONATE,,POTASSIUM CARBONATE,1620,,,1
POTASSIUMCHLORATE,,POTASSIUM CHLORATE,3347,,,1
POTASSIUMCHROMATE,,POTASSIUM CHROMATE,700,,,1
POTASSIUMCITRATE,,POTASSIUM CITRATE,6301,,,1
POTASSIUMCYANATE,,POTASSIUM CYANATE,497,,,1
POTASSIUMDICHROMATE,,POTASSIUM DICHROMATE,2167,,,1
POTASSIUMDIMETHYLDITHIOCARBAMATE,,POTASSIUM DIMETHYL DITHIO CARBAMATE,1934,,,1
POTASSIUMDODECYLBENZENESULFONATE,,POTASSIUM DODECYLBENZENE SULFONATE,1027,,,1
POTASSIUMETHYLXANTHATE,,POTASSIUM ETHYL XANTHATE,1677,,,1
POTASSIUMGLUCONATE,,POTASSIUM GLUCONATE,3831,,,1
POTASSIUMHYDROXIDE,,POTASSIUM HYDROXIDE,1306,,,1
POTASSIUMHYPOCHLORITE,,POTASSIUM HYPOCHLORITE,5979,,,1
POTASSIUMIODIDE,,POTASSIUM IODIDE,1003,,,1
POTASSIUMLAURATE,,POTASSIUM LAURATE,901,,,1
POTASSIUMLAURATEANDMYRISTATESOAPS,,POTASSIUM LAURATE AND MYRISTATE SOAPS,2825,,,1
POTASSIUMLAURATEOTHERRELATED,,"POTASSIUM LAURATE, OTHER RELATED",90901,,,1
POTASSIUMLAURYLSULFATE,,POTASSIUM LAURYL SULFATE,3353,,,1
POTASSIUMLYSALBINATE,,POTASSIUM LYSALBINATE,1245,,,1
POTASSIUMMYRISTATE,,POTASSIUM MYRISTATE,902,,,1
POTASSIUMNCOCONHYDROXYETHYLAMINO3ETHOXYPROPANESULFATE,,POTASSIUM N-COCO-N-HYDROXYETHYLAMINO-3-ETHOXY PROPANE SULFATE,3771,,,1
POTASSIUMNETHYLPERFLUOROOCTANESULFONAMIDEACETATE,,POTASSIUM N-ETHYLPERFLUOROOCTANESULFONAMIDE ACETATE,3354,,,1
POTASSIUMNHYDROXYMEHTYLNMETHYLDITHIOCARBAMATESEECHEMCODE970,,POTASSIUM N-HYDROXYMEHTYL-N-METHYL DITHIOCARBAMATE SEE CHEM CODE 970,1824,,,1
POTASSIUMNITRATE,,POTASSIUM NITRATE,726,,,1
POTASSIUMNITRITE,,POTASSIUM NITRITE,3356,,,1
POTASSIUMNMETHYLDITHIOCARBAMATE,,POTASSIUM N-METHYLDITHIOCARBAMATE,970,,,1
POTASSIUMOLEATE,POTASSIUM OLEATE,,,,,1
POTASSIUMORTHOCYCLOPENTYLPARACHLOROPHENATE,,POTASSIUM ORTHO-CYCLOPENTYL-PARA-CHLOROPHENATE,1542,,,1
POTASSIUMPARATERTBUTYLPHENATE,,POTASSIUM PARA-TERT-BUTYLPHENATE,1538,,,1
POTASSIUMPERMANGANATE,,POTASSIUM PERMANGANATE,498,,,1
POTASSIUMPEROXYDISULFATE,,POTASSIUM PEROXYDISULFATE,1028,,,1
POTASSIUMPEROXYMONOSULFATE,,POTASSIUM PEROXYMONOSULFATE,1859,,,1
POTASSIUMPHOSPHATEDIBASIC,,"POTASSIUM PHOSPHATE, DIBASIC",3359,,,1
POTASSIUMPHOSPHITE,,POTASSIUM PHOSPHITE,5766,,,1
POTASSIUMRESINATE,,POTASSIUM RESINATE,1764,,,1
POTASSIUMRICINOLEATE,,POTASSIUM RICINOLEATE,912,,,1
POTASSIUMSILICATE,,POTASSIUM SILICATE,2826,,,1
POTASSIUMSOAPOFCOCONUTFATTYACIDS,,POTASSIUM SOAP OF COCONUT FATTY ACIDS,903,,,1
POTASSIUMSOAPOFTALLOILFATTYACIDS,,POTASSIUM SOAP OF TALL OIL FATTY ACIDS,1409,,,1
POTASSIUMSORBATE,,POTASSIUM SORBATE,1132,,,1
POTASSIUMSTEARATE,,POTASSIUM STEARATE,3361,,,1
POTASSIUMSULFATE,,POTASSIUM SULFATE,3362,,,1
POTASSIUMSULFITE,,POTASSIUM SULFITE,3364,,,1
POTASSIUMSULFORICINOLEATE,,POTASSIUM SULFORICINOLEATE,3363,,,1
POTASSIUMTETRABORATE,,POTASSIUM TETRABORATE,3365,,,1
POTASSIUMTOLUENESULFONATE,,POTASSIUM TOLUENE SULFONATE,1439,,,1
POTASSIUMTRIIODIDE,,POTASSIUM TRIIODIDE,5066,,,1
POTASSIUMXYLENESULFONATE,,POTASSIUM XYLENESULFONATE,904,,,1
POTATOES,,POTATOES,3772,,,1
POULTRYFEED,,POULTRY FEED,3773,,,1
PRALLETHRIN,,PRALLETHRIN,3985,,,1
PRIMISULFAN,,PRIMISULFAN,6186,,,1
PRIMISULFURON,PRIMISULFURON,,,,,1
PRIMISULFURONMETHYL,,PRIMISULFURON-METHYL,5103,Primisulfuron-methyl,180.452,2
PROCAINEHYDROCHLORIDE,,PROCAINE HYDROCHLORIDE,3368,,,1
PROCHLORAZ,,PROCHLORAZ,6100,,,1
PROCYMIDONE,,PROCYMIDONE,2241,Procymidone,180.455,2
PRODIAMINE,PRODIAMINE,PRODIAMINE,2236,,,2
PRODIAMINEOTHERRELATED,,"PRODIAMINE, OTHER RELATED",92236,,,1
PROFENOFOS,PROFENOFOS,PROFENOFOS,2042,Profenofos,180.404,3
PROFLAVINEDIHYDROCHLORIDE,,PROFLAVINE DIHYDROCHLORIDE,1485,,,1
PROFLURALIN,,PROFLURALIN,1897,,,1
PROFLURALINOTHERRELATED,,"PROFLURALIN, OTHER RELATED",91897,,,1
PROHEXADIONE,PROHEXADIONE,,,,,1
PROHEXADIONECALCIUM,,PROHEXADIONE-CALCIUM,5497,Prohexadione calcium,180.547,2
PROHYDROJASMON,,PROHYDROJASMON,6133,,,1
PROMECARB,,PROMECARB,4092,,,1
PROMETON,,PROMETON,499,,,1
PROMETRYN,PROMETRYN,PROMETRYN,502,Prometryn,180.222,3
PROPACHLOR,,PROPACHLOR,511,Propachlor,180.211,2
PROPAMOCARB,,PROPAMOCARB,2147,Propamocarb,180.499,2
PROPAMOCARBHCL,PROPAMOCARB HCL,,,,,1
PROPAMOCARBHYDROCHLORIDE,,PROPAMOCARB HYDROCHLORIDE,4022,,,1
PROPANE,,PROPANE,2832,,,1
PROPANIL,PROPANIL,PROPANIL,503,Propanil,180.274,3
PROPARGITE,PROPARGITE,PROPARGITE,445,Propargite,180.259,3
PROPAZINE,PROPAZINE,PROPAZINE,504,Propazine,180.243,3
PROPELLANTA46,,PROPELLANT A-46,2834,,,1
PROPELLANTA70,,PROPELLANT A-70,2835,,,1
PROPELLANTA91,,PROPELLANT A-91,2836,,,1
PROPELLANTB46,,PROPELLANT B-46,3887,,,1
PROPETAMPHOS,,PROPETAMPHOS,2122,,,1
PROPHAM,,PROPHAM,339,,,1
PROPICONAZOLE,PROPICONAZOLE,PROPICONAZOLE,2276,Propiconazole,180.434,3
PROPIONIC,,PROPIONIC ACID,505,,,1
PROPOFOL,,PROPOFOL,3774,,,1
PROPOXUR,,PROPOXUR,62,,,1
PROPOXUROTHERRELATED,,"PROPOXUR, OTHER RELATED",90062,,,1
PROPOXYCARBAZONE,PROPOXYCARBAZONE,,,Propoxycarbazone,180.6,2
PROPOXYCARBAZONESODIUM,,PROPOXYCARBAZONE-SODIUM,5876,,,1
PROPYL4HYDROXYBENZOATE,,PROPYL 4-HYDROXYBENZOATE,2841,,,1
PROPYLAMINENITRITE,,PROPYL AMINE NITRITE,3371,,,1
PROPYLENE,,PROPYLENE,2838,,,1
PROPYLENECARBONATE,,PROPYLENE CARBONATE,6283,,,1
PROPYLENEETHYLENETHIOESTER,,PROPYLENE ETHYLENE THIOESTER,3373,,,1
PROPYLENEGLYCOL,,PROPYLENE GLYCOL,507,,,1
PROPYLENEGLYCOLALGINATE,,PROPYLENE GLYCOL ALGINATE,3775,,,1
PROPYLENEGLYCOLDICAPRYLATEDICAPRATE,,PROPYLENE GLYCOL DICAPRYLATE/DICAPRATE,2839,,,1
PROPYLENEGLYCOLMETHYLETHER,,"PROPYLENE GLYCOL, METHYL ETHER",998,,,1
PROPYLENEGLYCOLMONOLAURATE,,PROPYLENEGLYCOL MONOLAURATE,5856,,,1
PROPYLENEGLYCOLMONOMALIC,,"PROPYLENE GLYCOL, MONOMALIC ESTER",1366,,,1
PROPYLENEGLYCOLMONOMETHYLETHERACETATE,,PROPYLENE GLYCOL MONOMETHYL ETHER ACETATE,2840,,,1
PROPYLENEGLYCOLNPROPYLETHER,,PROPYLENE GLYCOL N-PROPYL ETHER,6246,,,1
PROPYLENEGLYCOLPOLYETHYLENEGLYCOL1HEXADECYLETHERACETATE,,PROPYLENE GLYCOL POLYETHYLENE GLYCOL-1-HEXADECYL ETHER ACETATE,3906,,,1
PROPYLENEGLYCOLTALLOIL,,PROPYLENE GLYCOL TALL OIL ESTER,3776,,,1
PROPYLENEOXIDE,,PROPYLENE OXIDE,508,Propylene oxide,180.491,2
PROPYZAMIDE,PROPYZAMIDE,PROPYZAMIDE,694,Propyzamide,180.317,3
PROPYZAMIDEMETABOLITE,,PROPYZAMIDE METABOLITE,4093,,,1
PROQUINAZID,,PROQUINAZID,6440,Proquinazid,180.674,2
PROSULFALIN,,PROSULFALIN,1928,,,1
PROSULFURON,PROSULFURON,PROSULFURON,5115,Prosulfuron,180.481,3
PROTEIN,,(POLY-N-ACETYL-D-GLUCOSAMINE)-PROTEIN,5798,,,1
PROTEINEXTRACTEDFROMPLANTSOFTHEGENUSLUPINUS,,PROTEIN EXTRACTED FROM PLANTS OF THE GENUS LUPINUS,6141,,,1
PROTHIOCONAZOLE,PROTHIOCONAZOLE,PROTHIOCONAZOLE,6005,Prothioconazole,180.626,3
PROTHIOFOS,,PROTHIOFOS,4094,,,1
PSEUDOMONASAUREOFACIENSSTRAINTX1,,PSEUDOMONAS AUREOFACIENS STRAIN TX-1,5956,,,1
PSEUDOMONASCEPACIATYPEWISCONSIN,,PSEUDOMONAS CEPACIA TYPE WISCONSIN,3926,,,1
PSEUDOMONASCHLORORAPHIS,,PSEUDOMONAS CHLORORAPHIS,5182,,,1
PSEUDOMONASCHLORORAPHISSUBSPAURANTIACASTRAINAFS009,,PSEUDOMONAS CHLORORAPHIS SUBSP. AURANTIACA STRAIN AFS009,6292,,,1
PSEUDOMONASFLUORESCENS,PSEUDOMONAS FLUORESCENS,,,,,1
PSEUDOMONASFLUORESCENSCL145ASTRAINTOXINS,,PSEUDOMONAS FLUORESCENS CL 145A STRAIN TOXINS,6013,,,1
PSEUDOMONASFLUORESCENSSTRAIN1629RS,,PSEUDOMONAS FLUORESCENS STRAIN 1629 RS,3949,,,1
PSEUDOMONASFLUORESCENSSTRAINA506,,"PSEUDOMONAS FLUORESCENS, STRAIN A506",2842,,,1
PSEUDOMONASFLUORESCENSSTRAIND7,,"PSEUDOMONAS FLUORESCENS, STRAIN D7",6318,,,1
PSEUDOMONASFLUORESCENSSTRAINEG1053,,"PSEUDOMONAS FLUORESCENS, STRAIN EG-1053",5045,,,1
PSEUDOMONASFLUORESCENSSTRAINNCIB12089,,PSEUDOMONAS FLUORESCENS STRAIN NCIB 12089,3968,,,1
PSEUDOMONASSYRINGAESTRAIN742RS,,"PSEUDOMONAS SYRINGAE, STRAIN 742 RS",2824,,,1
PSEUDOMONASSYRINGAESTRAINAGS31PSEDOMONASSYRINGAESTRAINPS31,,PSEUDOMONAS SYRINGAE STRAIN AGS31 PSEDOMONAS SYRINGAE STRAIN PS31,3950,,,1
PSEUDOMONASSYRINGAESTRAINESC10,,"PSEUDOMONAS SYRINGAE, STRAIN ESC-10",3960,,,1
PSEUDOMONASSYRINGAESTRAINESC11,,PSEUDOMONAS SYRINGAE STRAIN ESC-11,3967,,,1
PUCCINIACANALICULATA,,PUCCINIA CANALICULATA,5121,,,1
PUMICE,,PUMICE,3777,,,1
PURPUREOCILLIUMLILACINUM,,PURPUREOCILLIUM LILACINUM,6264,,,1
PURPUREOCILLIUMLILACINUMSTRAINPL11,,PURPUREOCILLIUM LILACINUM STRAIN PL11,6296,,,1
PURPUREOCILLIUMLILACIUNUMSTRAIN251,,PURPUREOCILLIUM LILACIUNUM STRAIN 251,5861,,,1
PUTRESCENTWHOLEEGGSOLIDS,,PUTRESCENT WHOLE EGG SOLIDS,1935,,,1
PYDIFLUMETOFEN,,PYDIFLUMETOFEN,6252,Pydiflumetofen,180.699,2
PYFLUBUMIDE,,PYFLUBUMIDE,6232,Pyflubumide,180.722,2
PYMETROZINE,PYMETROZINE,PYMETROZINE,5232,Pymetrozine,180.556,3
PYRACLONIL,,PYRACLONIL,6181,Pyraclonil,180.725,2
PYRACLOSTROBIN,PYRACLOSTROBIN,PYRACLOSTROBIN,5759,Pyraclostrobin,180.582,3
PYRAFLUFENETHYL,PYRAFLUFEN ETHYL,PYRAFLUFEN-ETHYL,5865,Pyraflufen-ethyl,180.585,3
PYRASULFOTOLE,PYRASULFOTOLE,PYRASULFOTOLE,6211,Pyrasulfotole,180.631,3
PYRAZIFLUMID,,PYRAZIFLUMID,6287,,,1
PYRAZOLYL,,PYRAZOLYL,6180,,,1
PYRAZON,,PYRAZON,509,Pyrazon,180.316,2
PYRAZONOTHERRELATED,,"PYRAZON, OTHER RELATED",90509,,,1
PYRETHRINS,PYRETHRINS,PYRETHRINS,510,Pyrethrins,180.128,3
PYRETHRINSOTHERRELATED,,"PYRETHRINS, OTHER RELATED",90510,,,1
PYRETHRUMNARC,,PYRETHRUM NARC,1461,,,1
PYRIDABEN,PYRIDABEN,PYRIDABEN,3959,Pyridaben,180.494,3
PYRIDALYL,,PYRIDALYL,5991,Pyridalyl,180.64,2
PYRIDATE,,PYRIDATE,3939,Pyridate,180.462,2
PYRIDINE,,PYRIDINE,1268,,,1
PYRIDINE4ETHENYLPOLYMERWITHALPHAOMEGAMETHOXYPOLYCOMPOUNDEDWITH1BROMOHEXANE,,"PYRIDINE, 4-ETHENYL-, POLYMER WITH ALPHA-(2-METHYL-1-OXO-2-PROPEN-1-YL)-OMEGA-METHOXYPOLY(OXY-1,2-ETHANEDIYL), COMPOUNDED WITH 1-BROMOHEXANE",6277,,,1
PYRIDYLBENZAMIDE,,PYRIDYL-BENZAMIDE,6155,,,1
PYRIFLUQUINAZON,,PYRIFLUQUINAZON,6073,Pyrifluquinazon,180.701,2
PYRIMETHANIL,PYRIMETHANIL,PYRIMETHANIL,5864,Pyrimethanil,180.518,3
PYRIMINIL,,PYRIMINIL,1916,,,1
PYRIOFENONE,,PYRIOFENONE,6156,Pyriofenone,180.66,2
PYRIPROXYFEN,PYRIPROXYFEN,PYRIPROXYFEN,4019,Pyriproxyfen,180.51,3
PYRITHIOBAC,,PYRITHIOBAC,3941,,,1
PYRITHIOBACSODIUM,PYRITHIOBAC-SODIUM,PYRITHIOBAC-SODIUM,3940,Pyrithiobac sodium,180.487,3
PYROXASULFONE,PYROXASULFONE,PYROXASULFONE,6143,Pyroxasulfone,180.659,3
PYROXSULAM,PYROXSULAM,PYROXSULAM,6030,Pyroxsulam,180.638,3
PYTHIUMOLIGANDRUMDV74,,PYTHIUM OLIGANDRUM DV74,5924,,,1
QST713STRAINOFDRIEDBACILLUSSUBTILIS,,QST 713 STRAIN OF DRIED BACILLUS SUBTILIS,5447,,,1
QUASSIA,,QUASSIA,3778,,,1
QUATERNIUM18BENTONITE,,QUATERNIUM-18 BENTONITE,2996,,,1
QUILLAJA,,QUILLAJA,3779,,,1
QUINCLORAC,QUINCLORAC,QUINCLORAC,5104,Quinclorac,180.463,3
QUINCLORACDIMETHYLAMINE,,"QUINCLORAC, DIMETHYLAMINE SALT",6102,,,1
QUINILGALLATE,,QUINIL GALLATE,6499,,,1
QUININEHYDROCHLORIDE,,QUININE HYDROCHLORIDE,1492,,,1
QUININESULFATE,,QUININE SULFATE,1341,,,1
QUINIZARINGREENSS,,QUINIZARIN GREEN SS,3374,,,1
QUINOCLAMINE,,QUINOCLAMINE,5953,,,1
QUINOXYFEN,QUINOXYFEN,QUINOXYFEN,5787,Quinoxyfen,180.588,3
QUINTOZENE,QUINTOZENE,,,,,1
QUIZALOFOP,QUIZALOFOP,,,,,1
QUIZALOFOPETHYL,,QUIZALOFOP-ETHYL,2226,Quizalofop ethyl,180.441,2
QUIZALOFOPPETHYL,,QUIZALOFOP-P-ETHYL,6062,,,1
R23979IMAZALILBASE,,R 23 979 IMAZALIL BASE,2844,,,1
RAISINS,,RAISINS,3780,,,1
RAPESEEDMETHYL,,RAPESEED METHYL ESTER,6285,,,1
REAX88B,,REAX 88B,2845,,,1
REDCABBAGECOLOR,,RED CABBAGE COLOR,5932,,,1
REDCEDARCHIPS,,RED CEDAR CHIPS,3781,,,1
REDPEPPERGROUND,,"RED PEPPER, GROUND",1094,,,1
REDSQUILL,,RED SQUILL,514,,,1
RESMETHRIN,,RESMETHRIN,2119,,,1
RESMETHRINOTHERRELATED,,"RESMETHRIN, OTHER RELATED",92119,,,1
RESORCINOL,,RESORCINOL,3375,,,1
REYNOUTRIASACHALINENSIS,,REYNOUTRIA SACHALINENSIS,5823,,,1
RHAMNOLIPIDBIOSURFACTANT,,RHAMNOLIPID BIOSURFACTANT,6173,,,1
RHEUMOFFICINALEBAIL,,RHEUM OFFICINALE BAIL (PLANT EXTRACT),6212,,,1
RHODAMINEB,,RHODAMINE B,2846,,,1
RICE,,RICE,3783,,,1
RICEHULLS,,RICE HULLS,3784,,,1
RIMSULFURON,RIMSULFURON,RIMSULFURON,3835,Rimsulfuron,180.478,3
RONNEL,,RONNEL,517,,,1
ROSEMARY,,ROSEMARY,2331,,,1
ROSEMARYOIL,,ROSEMARY OIL,5450,,,1
ROSIN,,ROSIN,3785,,,1
ROSINPARTIALLYDIMERIZED,,"ROSIN, PARTIALLY DIMERIZED",3786,,,1
ROSINPARTIALLYHYDROGENATED,,"ROSIN, PARTIALLY HYDROGENATED",3787,,,1
ROTENOLONE,,ROTENOLONE,4095,,,1
ROTENONE,ROTENONE,ROTENONE,518,,,2
ROTENONEOTHERRELATED,,"ROTENONE, OTHER RELATED",90518,,,1
RUBBER,,RUBBER,3788,,,1
RYANODINEALKALOID,,RYANODINE ALKALOID,520,,,1
RYEFLOUR,,RYE FLOUR,3789,,,1
SABADILLA,SABADILLA,,,,,1
SABADILLAALKALOIDS,,SABADILLA ALKALOIDS,521,,,1
SABSCISIC,,S-ABSCISIC ACID,5952,,,1
SACCHARIN,,"SACCHARIN|SACCHARIN, AMMONIUM SALT|SACCHARIN, SODIUM SALT",2280|2317|2318,,,1
SAFFLOWEROIL,,SAFFLOWER OIL,1510,,,1
SAFLUFENACIL,SAFLUFENACIL,SAFLUFENACIL,5977,Saflufenacil,180.649,3
SAFROLE,,SAFROLE,3376,,,1
SAG1572,,SAG 1572,6300,,,1
SALICYLANILIDE,,SALICYLANILIDE,450,,,1
SALICYLIC,,"SALICYLIC ACID|SALICYLIC ACID, SODIUM SALT",1170|6052,,,1
SALICYLICANDBENZOICOFPROPYLENEGLYCOL,,SALICYLIC AND BENZOIC ESTERS OF PROPYLENE GLYCOL,1365,,,1
SANTONIN,,SANTONIN,1470,,,1
SAPONIN,,SAPONIN,5033,,,1
SARMENTINE,,SARMENTINE,6140,,,1
SASE,,SASE,2847,,,1
SAWDUST,,SAWDUST,1316,,,1
SBIOALLETHRIN,,S-BIOALLETHRIN,4039,,,1
SCLEROTINIAMINORSTRAINIMI3144141,,SCLEROTINIA MINOR STRAIN IMI 3144141,6007,,,1
SCOPOLAMINEHYDROBROMIDETRIHYDRATE,,SCOPOLAMINE HYDROBROMIDE TRIHYDRATE,5178,,,1
SCRATCHFEED,,SCRATCH FEED,3792,,,1
SCYANOMETHYLCISTRANS322DIMETHYLCYCLOPROPANECARBOXYLATE,,"S-CYANO (3-PHENOXYPHENYL)METHYL (+) CIS/TRANS 3-(2,2-DICHLOROETHENYL)-2,2-DIMETHYLCYCLOPROPANE CARBOXYLATE (CIS/TRANS RATIO: MAX 55% CIS AND MIN 45% TRANS)",5921,,,1
SE1000PVCRESIN,,SE 1000 PVC RESIN,2848,,,1
SEAWEED,,SEAWEED,3793,,,1
SECACETOCHLOROXANILIC,,SEC-ACETOCHLOR OXANILIC ACID,6416,,,1
SECALACHLOROXANILIC,,SEC-ALACHLOR OXANILIC ACID,6417,,,1
SECBUMETON,,SECBUMETON,2849,,,1
SECBUTYLALCOHOL,,SEC-BUTYL ALCOHOL,3078,,,1
