normalized,pnsp_compound,pur_chemname,pur_chem_code,cfr180_chemical,cfr180_section,n_sources
BENTAZON,,"BENTAZON|BENTAZON, SODIUM SALT",1944|2999,Bentazon,180.355,2
BENTAZONE,BENTAZONE,,,,,1
BENTHIAVALICARBISOPROPYL,,,,Benthiavalicarb-isopropyl,180.618,1
BENTONITE,,BENTONITE,1399,,,1
BENZALDEHYDE,,BENZALDEHYDE,65,,,1
BENZENE,,BENZENE,67,,,1
BENZENE11OXYBISTETRAPROPYLENEDERIVATIVESSULFONATEDSODIUM,,"BENZENE, 1,1'-OXYBIS-TETRAPROPYLENE DERIVATIVES, SULFONATED, SODIUM",3561,,,1
BENZENEC1016ALKYLDERIVATIVES,,"BENZENE, C10-16-ALKYL DERIVATIVES",6338,,,1
BENZENESULFONICC1016ALKYLDERIVATIVES,,"BENZENESULFONIC ACID, C10-16-ALKYL DERIVATIVES",6337,,,1
BENZENESULFONICMONOC1113BRANCHEDALKYLDERIVATIVESCALCIUM,,"BENZENESULFONIC ACID, MONO C11-13 BRANCHED ALKYL DERIVATIVES, CALCIUM SALTS",6328,,,1
BENZENESULFONYLCHLORIDE,,BENZENE SULFONYL CHLORIDE,2415,,,1
BENZIN,,BENZIN,2416,,,1
BENZOBICYCLON,,BENZOBICYCLON,6076,Benzobicyclon,180.693,2
BENZOCAINE,,BENZOCAINE,962,,,1
BENZOIC,,BENZOIC ACID,1329,,,1
BENZOPHENONE2,,BENZOPHENONE-2,3063,,,1
BENZOPHENONE3,,BENZOPHENONE-3,2417,,,1
BENZOVINDIFLUPYR,,BENZOVINDIFLUPYR,6113,Benzovindiflupyr,180.686,2
BENZOYLCHLORIDEHYDRAZONE,,BENZOYL CHLORIDE HYDRAZONE,1705,,,1
BENZPYRIMOXAN,,,,Benzpyrimoxan,180.724,1
BENZYLALCOHOL,,BENZYL ALCOHOL,915,,,1
BENZYLBENZOATE,,BENZYL BENZOATE,68,,,1
BENZYLBROMOACETATE,,BENZYL BROMOACETATE,1653,,,1
BENZYLC1214ALKYLDIMETHYLQUATERNARYAMMONIUMCOMPOUNDS,,BENZYL-C12-14-ALKYLDIMETHYL QUATERNARY AMMONIUM COMPOUNDS,5069,,,1
BENZYLCHLORIDE,,BENZYL CHLORIDE,2419,,,1
BENZYLDIETHYLMETHYLAMMONIUMSACCHARIDE,,"BENZYLDIETHYL [(2,6-XYLYLCARBAMOYL)METHYL] AMMONIUM SACCHARIDE",3981,,,1
BENZYLDIMETHYLOCTADECYLAMMONIUMCHLORIDE,,BENZYL DIMETHYL OCTADECYL AMMONIUM CHLORIDE,1186,,,1
BETAALPHA1H124TRIAZOLE1ETHANOL,,,,"Beta-(4-Chlorophenoxy)-alpha-(1,1-dimethylethyl)-1H-1,2,4-triazole-1-ethanol",180.45,1
BETABROMOBETANITROSTYRENE,,BETA-BROMO-BETA-NITROSTYRENE,1892,,,1
BETABUTYROLACTONE,,BETA-BUTYROLACTONE,3084,,,1
BETACARYOPHYLLENE,,BETA-CARYOPHYLLENE,2188,,,1
BETACONGLUTIN,,BETA-CONGLUTIN,6078,,,1
BETACYFLUTHRIN,,BETA-CYFLUTHRIN,3956,,,1
BETAINE,,BETAINE,6261,,,1
BETAPINENEMALEAMIDECOPOLYMER,,BETA-PINENE-MALEAMIDE COPOLYMER,5228,,,1
BETAPINENEPOLYMER,,BETA-PINENE POLYMER,3998,,,1
BETAPINENEPOLYMERTOLUENEANDXYLENEALKYLATEDWITHDECYCLOPENTADIENE,,BETA-PINENE POLYMER -TOLUENE AND XYLENE ALKYLATED WITH DECYCLOPENTADIENE,3328,,,1
BETATHIOCYANOETHYLOFMIXEDFATTYACIDS,,BETA-THIOCYANOETHYL ESTERS OF MIXED FATTY ACIDS,356,,,1
BHA,,BHA,2420,,,1
BHC,,BHC|BHC (OTHER THAN GAMMA ISOMER),767|90359,,,1
BICYCLICANDMETHENERESINS,,BICYCLIC AND METHENE RESINS,3516,,,1
BICYCLOPYRONE,,BICYCLOPYRONE,6241,Bicyclopyrone,180.682,2
BIFENAZATE,BIFENAZATE,BIFENAZATE,5657,Bifenazate,180.572,3
BIFENOX,,BIFENOX,1953,,,1
BIFENTHRIN,BIFENTHRIN,BIFENTHRIN,2300,Bifenthrin,180.442,3
BINAPACRYL,,BINAPACRYL,73,,,1
BIONECTRIAOCHROLEUCANRRL50823,,BIONECTRIA OCHROLEUCA NRRL 50823,6449,,,1
BIPHENYL,,BIPHENYL,227,,,1
BISADIPATE,,BIS(TRIBUTYLTIN) ADIPATE,1990,,,1
BISALKYLAMINEACETATE,,BIS (2-HYDROXYETHYL) ALKYL (AS IN FATTY ACIDS OF COCONUT OIL) AMINE ACETATE,2243,,,1
BISBUTENYLENETETRAHYDROFURFURAL,,BIS BUTENYLENE TETRAHYDRO FURFURAL,397,,,1
BISETHER,,"BIS-(2,2-DICHLOROETHYL) ETHER|BIS-(CHLOROETHYL) ETHER",201|203,,,1
BISPHENOLA,,BISPHENOL A,3070,,,1
BISPYRIBAC,BISPYRIBAC,,,,,1
BISPYRIBACSODIUM,,BISPYRIBAC-SODIUM,5749,Bispyribac-sodium,180.577,2
BISSALICYLATE,,BIS(TRIBUTYLTIN) SALICYLATE,5074,,,1
BISSUCCINATE,,BIS(TRIBUTYLTIN) SUCCINATE,74,,,1
BISSULFIDE,,BIS(TRIBUTYLTIN)SULFIDE,1886,,,1
BISSULFONE,,BIS(TRIBUTYLTIN) SULFONE|BIS(TRICHLOROMETHYL) SULFONE,1665|1865,,,1
BITERTANOL,,,,Bitertanol,180.457,1
BITTERORANGEEXTRACT,,BITTER ORANGE EXTRACT,6429,,,1
BIXAFEN,,BIXAFEN,6506,Bixafen,180.702,2
BLASTFURNACESLAG,,BLAST FURNACE SLAG,2425,,,1
BLUE7,,ACID BLUE 7,2352,,,1
BLUE9DIAMMONIUM,,"ACID BLUE 9, DIAMMONIUM SALT",2154,,,1
BLUE9DISODIUM,,"ACID BLUE 9, DISODIUM SALT",3562,,,1
BOMYL,,BOMYL,77,,,1
BONEMEAL,,BONE MEAL,3589,,,1
BONEOIL,,BONE OIL,78,,,1
BORAX,,BORAX,79,,,1
BORIC,,BORIC ACID,769,,,1
BORICOXIDE,,BORIC OXIDE,2090,,,1
BORON,,BORON,2426,,,1
BORONOXIDE,,BORON OXIDE,5951,,,1
BOSCALID,BOSCALID,BOSCALID,5790,Boscalid,180.589,3
BRAN,,BRAN,3590,,,1
BREADCRUMBS,,BREAD CRUMBS,3591,,,1
BREVIBACILLUSBREVISNRRLB50390,,BREVIBACILLUS BREVIS NRRL B-50390,6447,,,1
BRODIFACOUM,,BRODIFACOUM,2049,,,1
BROFLANILIDE,,BROFLANILIDE,6430,Broflanilide,180.714,2
BROMACIL,BROMACIL,"BROMACIL|BROMACIL, LITHIUM SALT|BROMACIL, SODIUM SALT",1573|83|842,Bromacil,180.21,3
BROMACILDIMETHYLAMINE,,"BROMACIL, DIMETHYLAMINE SALT",840,,,1
BROMADIOLONE,,BROMADIOLONE,2135,,,1
BROMETHALIN,,BROMETHALIN,2288,,,1
BROMIDE,,BROMIDE,4055,,,1
BROMINE,,BROMINE,2296,,,1
BROMINECHLORIDE,,BROMINE CHLORIDE,2323,,,1
BROMOETHANE,,BROMOETHANE,2427,,,1
BROMOPROPYLATE,,BROMOPROPYLATE,2428,,,1
BROMOXYNIL,BROMOXYNIL,,,Bromoxynil,180.324,2
BROMOXYNILBUTYRATE,,BROMOXYNIL BUTYRATE,2163,,,1
BROMOXYNILHEPTANOATE,,BROMOXYNIL HEPTANOATE,5036,,,1
BROMOXYNILOCTANOATE,,BROMOXYNIL OCTANOATE,834,,,1
BROMOXYNILPHENOL,,BROMOXYNIL PHENOL,2429,,,1
BROMUCONAZOLE,,BROMUCONAZOLE,6465,,,1
BRONOPOL,,BRONOPOL,2295,,,1
BUFENCARB,,BUFENCARB,91,,,1
BUFFALOGOURDROOTPOWDER,,BUFFALO GOURD ROOT POWDER,3928,,,1
BUPIRIMATE,,BUPIRIMATE,2430,,,1
BUPROFEZIN,BUPROFEZIN,BUPROFEZIN,3947,Buprofezin,180.511,3
BURKHOLDERIARINOJENSISA396,,BURKHOLDERIA RINOJENSIS A 396 (NRRL B-50319),6138,,,1
BURKHOLDERIASPSTRAINA396CELLSANDFERMENTATIONMEDIA,,BURKHOLDERIA SP STRAIN A396 CELLS AND FERMENTATION MEDIA,6064,,,1
BUTACHLOR,,BUTACHLOR,4056,,,1
BUTADIENEACRYLONITRILECOPOLYMER,,BUTADIENE-ACRYLONITRILE COPOLYMER,2432,,,1
BUTAFENACIL,,,,Butafenacil,180.592,1
BUTANE,,BUTANE,1562,,,1
BUTATHIOFOS,,BUTATHIOFOS,2433,,,1
BUTENEDIOL,,BUTENEDIOL,3072,,,1
BUTONATE,,BUTONATE,255,,,1
BUTOPYRONOXYL,,BUTOPYRONOXYL,90,,,1
BUTOXYCARBOXIM,,BUTOXYCARBOXIM,2201,,,1
BUTOXYPOLYETHANOL,,BUTOXYPOLY(ETHYLENEOXY) ETHANOL,3592,,,1
BUTOXYPOLYPROPOXYPOLYETHOXYETHANOLIODINECOMPLEX,,BUTOXY POLYPROPOXY POLYETHOXY ETHANOL - IODINE COMPLEX,1633,,,1
BUTOXYPOLYPROPYLENEGLYCOL,,BUTOXY POLYPROPYLENE GLYCOL,170,,,1
BUTRALIN,BUTRALIN,BUTRALIN,1756,,,2
BUTYLACETYLAMINOPROPIONIC,,BUTYLACETYLAMINOPROPIONIC ACID,5379,,,1
BUTYLALCOHOL,,BUTYL ALCOHOL,1482,,,1
BUTYLAMINEDODECYLBENZENESULFONATE,,BUTYLAMINE DODECYL BENZENE SULFONATE,3079,,,1
BUTYLANTHRANILATE,,BUTYL ANTHRANILATE,6297,,,1
BUTYLATE,,BUTYLATE,565,,,1
BUTYLATEDHYDROXYTOLUENE,,BUTYLATED HYDROXYTOLUENE,1309,,,1
BUTYLATEDSTYRENATEDCRESOLS,,BUTYLATED STYRENATED CRESOLS,3593,,,1
BUTYLBENZYLPHTHALATE,,BUTYL BENZYL PHTHALATE,3080,,,1
BUTYLLACTATE,,BUTYL LACTATE,6127,,,1
BUTYLMERCAPTAN,,BUTYL MERCAPTAN,5087,,,1
BUTYLSTEARATE,,BUTYL STEARATE,3076,,,1
BUTYRIC,,BUTYRIC ACID,3083,,,1
BUTYRICANHYDRIDE,,BUTYRIC ANHYDRIDE,2007,,,1
CACODYLIC,,CACODYLIC ACID,32,,,1
CADMIUMCARBONATE,,CADMIUM CARBONATE,93,,,1
CADMIUMCHLORIDE,,CADMIUM CHLORIDE,94,,,1
CADMIUMCOCOATE,,CADMIUM COCOATE,3085,,,1
CADMIUMCOMPOUNDS,,CADMIUM COMPOUNDS,2438,,,1
CADMIUMPERBORATE,,CADMIUM PERBORATE,3086,,,1
CADMIUMSEBACATE,,CADMIUM SEBACATE,699,,,1
CADMIUMSUCCINATE,,CADMIUM SUCCINATE,92,,,1
CADMIUMYELLOWPIGMENTS,,CADMIUM YELLOW PIGMENTS,2439,,,1
CADUSAFOS,,,,Cadusafos,180.461,1
CALCAREOUSSHALE,,CALCAREOUS SHALE,3595,,,1
CALCIUMABIETATE,,CALCIUM ABIETATE,3087,,,1
CALCIUMACETATE,,CALCIUM ACETATE,5989,,,1
CALCIUMARSENATE,,CALCIUM ARSENATE,96,,,1
CALCIUMCARBIDE,,CALCIUM CARBIDE,1571,,,1
CALCIUMCARBONATE,,CALCIUM CARBONATE,1007,,,1
CALCIUMCARBONATETREATED,,"CALCIUM CARBONATE, TREATED",2440,,,1
CALCIUMCHLORIDE,,CALCIUM CHLORIDE,920,,,1
CALCIUMCITRATE,,CALCIUM CITRATE,3090,,,1
CALCIUMCYANAMIDE,,CALCIUM CYANAMIDE,98,,,1
CALCIUMCYANIDE,,CALCIUM CYANIDE,176,,,1
CALCIUMHYDROXIDE,,CALCIUM HYDROXIDE,99,,,1
CALCIUMHYPOCHLORITE,,CALCIUM HYPOCHLORITE,326,,,1
CALCIUMMETHANEARSONATE,,CALCIUM ACID METHANEARSONATE,101,,,1
CALCIUMNEODECANOATE,,CALCIUM NEODECANOATE,3091,,,1
CALCIUMNITRATE,,CALCIUM NITRATE,5809,,,1
CALCIUMOCTOATE,,CALCIUM OCTOATE,3092,,,1
CALCIUMOFCASEINANDSOY,,CALCIUM SALTS OF CASEIN AND SOY,1252,,,1
CALCIUMOFFATTYACIDS,,CALCIUM SALTS OF FATTY ACIDS,3596,,,1
CALCIUMOFPHOSPHOROUS,,CALCIUM SALTS OF PHOSPHOROUS ACID,6435,,,1
CALCIUMPEROXIDE,,CALCIUM PEROXIDE,6505,,,1
CALCIUMPETROLEMSULFONATE,,CALCIUM PETROLEM SULFONATE,3094,,,1
CALCIUMPHOSPHATETRIBASIC,,"CALCIUM PHOSPHATE, TRIBASIC",1607,,,1
CALCIUMPOLYSULFIDE,CALCIUM POLYSULFIDE,,,,,1
CALCIUMPROPIONATE,,CALCIUM PROPIONATE,2441,,,1
CALCIUMSILICATE,,CALCIUM SILICATE,1908,,,1
CALCIUMSTEARATE,,CALCIUM STEARATE,3096,,,1
CALCIUMSULFATE,,CALCIUM SULFATE,2442,,,1
CALCIUMTHIOSULFATE,,CALCIUM THIOSULFATE,930,,,1
CALCIUMZINCLN193,,CALCIUM-ZINC LN 193 (COMPLEX),3871,,,1
CALFSMILKREPLACER,,CALF'S MILK REPLACER,5741,,,1
CALOMEL,,CALOMEL,100,,,1
CAMPHENE,,CAMPHENE,5227,,,1
CAMPHOR,,CAMPHOR,102,,,1
CANARYSEED,,CANARY SEED,3597,,,1
CANDIDAOLEOPHILAISOLATEI182,,CANDIDA OLEOPHILA ISOLATE I-182,3961,,,1
CANDLEWAX,,CANDLE WAX,2443,,,1
CANESYRUP,,CANE SYRUP,3598,,,1
CANOLAOIL,,CANOLA OIL,5332,,,1
CAPRIC,,CAPRIC ACID,2315,,,1
CAPRYLIC,,CAPRYLIC ACID,2316,,,1
CAPSICUMOLEORESIN,,CAPSICUM OLEORESIN,470,,,1
CAPTAFOL,,CAPTAFOL,292,,,1
CAPTAN,CAPTAN,CAPTAN,104,Captan,180.103,3
CAPTANOTHERRELATED,,"CAPTAN, OTHER RELATED",90104,,,1
CARAMELCOLOR,,CARAMEL COLOR,2444,,,1
CARBARYL,CARBARYL,CARBARYL,105,Carbaryl,180.169,3
CARBENDAZIM,,CARBENDAZIM,2176,,,1
CARBENDAZIMPHOSPHATE,,CARBENDAZIM PHOSPHATE,1974,,,1
CARBOFURAN,,CARBOFURAN,106,Carbofuran,180.254,2
CARBOFURANPHENOL,,CARBOFURAN PHENOL,4058,,,1
CARBOMETHOXYETHERCELLULOSE,,"CARBO METHOXY ETHER CELLULOSE, SODIUM SALT",2446,,,1
CARBON,,CARBON,712,,,1
CARBONBLACKPIGMENT,,CARBON BLACK PIGMENT,2445,,,1
CARBONDIOXIDE,,CARBON DIOXIDE,2207,,,1
CARBONDISULFIDE,,CARBON DISULFIDE,108,Carbon disulfide,180.467,2
CARBONTETRACHLORIDE,,CARBON TETRACHLORIDE,109,,,1
CARBONTETRAFLUORIDE,,CARBON TETRAFLUORIDE,3099,,,1
CARBOPHENOTHION,CARBOPHENOTHION,CARBOPHENOTHION,110,,,2
CARBOSULFAN,,CARBOSULFAN,2182,,,1
CARBOXIN,CARBOXIN,CARBOXIN,1755,Carboxin,180.301,3
CARBOXYMOLINATE,,CARBOXY MOLINATE,6385,,,1
CARBOXYPOLYMETHYLENE,,CARBOXY POLYMETHYLENE,2447,,,1
CARDBOARD,,CARDBOARD,3599,,,1
CARFENTRAZONEETHYL,CARFENTRAZONE-ETHYL,CARFENTRAZONE-ETHYL,5130,Carfentrazone-ethyl,180.515,3
CARNUBAWAX,,CARNUBA WAX,1657,,,1
CARRAGEENAN,,CARRAGEENAN,3600,,,1
CARROTS,,CARROTS,3601,,,1
CARVACROL,,CARVACROL,1161,,,1
CASEIN,,CASEIN,1075,,,1
CASTOROIL,,CASTOR OIL,1013,,,1
CASTOROILETHOXYLATE,,CASTOR OIL ETHOXYLATE,5974,,,1
CASTORWAXDERIVATIVE,,CASTOR WAX DERIVATIVE,2448,,,1
CATALASE,,CATALASE,6054,,,1
CATFOOD,,CAT FOOD,3602,,,1
CELLULOSE,,CELLULOSE,3100,,,1
CELLULOSEETHYLHYDROXYETHYLETHER,,CELLULOSE ETHYL HYDROXY ETHYL ETHER,3101,,,1
CELLWALLOFSACCHAROMYCESCEREVISIAESTRAINLAS117,,CELL WALL OF SACCHAROMYCES CEREVISIAE STRAIN LAS117,6438,,,1
CERESIN,,CERESIN,3603,,,1
CETYLALCOHOL,,CETYL ALCOHOL,2449,,,1
CETYLDIMETHYLETHYLAMMONIUMBROMIDE,,CETYLDIMETHYLETHYLAMMONIUM BROMIDE,122,,,1
CETYLPALMITATE,,CETYL PALMITATE,2450,,,1
CETYLPYRIDIUMBROMIDE,,CETYL PYRIDIUM BROMIDE,1486,,,1
CETYLTRIMETHYLAMMONIUMBROMIDE,,CETYLTRIMETHYLAMMONIUM BROMIDE,116,,,1
CHARTERSOL1,,CHARTERSOL-1,2453,,,1
CHEESE,,CHEESE,3604,,,1
CHEMOTHANED3860D3861,,CHEM-O-THANE D-3860/D-3861,2454,,,1
CHENOPODIUMAMBROSIODESNEARAMBROSIODES,,CHENOPODIUM AMBROSIODES NEAR AMBROSIODES,5973,,,1
CHEVRON100NEUTRALOIL,,CHEVRON 100 NEUTRAL OIL,2456,,,1
CHEVRONBASEOILC,,CHEVRON BASE OIL 'C',2455,,,1
CHEVRONSOLVENT425,,CHEVRON SOLVENT 425,2457,,,1
CHICAGOSLUDGE,,CHICAGO SLUDGE,3605,,,1
CHINOMETHIONAT,CHINOMETHIONAT,,,,,1
CHITINOLYTICENZYMES,,CHITINOLYTIC ENZYMES,4026,,,1
CHITOSAN,,CHITOSAN,2792,,,1
CHLORACETIC,,CHLORACETIC ACID,3102,,,1
CHLORAMBEN,,"CHLORAMBEN|CHLORAMBEN, AMMONIUM SALT",2184|831,,,1
CHLORAMBENME,,CHLORAMBEN ME,6088,,,1
CHLORAMBENOTHERRELATED,,"CHLORAMBEN, AMMONIUM SALT, OTHER RELATED",90831,,,1
CHLORAMINEB,,CHLORAMINE B,124,,,1
CHLORAMINET,,CHLORAMINE T,125,,,1
CHLORANTRANILIPROLE,CHLORANTRANILIPROLE,CHLORANTRANILIPROLE,5964,Chlorantraniliprole,180.628,3
CHLORBISAN,,CHLORBISAN,127,,,1
CHLORBROMURON,,CHLORBROMURON,1733,,,1
CHLORDANE,,CHLORDANE,130,,,1
CHLORDANEOTHERRELATED,,"CHLORDANE, OTHER RELATED",90130,,,1
CHLORDECONE,,CHLORDECONE,347,,,1
CHLORDIMEFORM,,CHLORDIMEFORM,300,,,1
CHLORDIMEFORMHYDROCHLORIDE,,CHLORDIMEFORM HYDROCHLORIDE,301,,,1
CHLORETHOXYFOS,CHLORETHOXYFOS,,,Chlorethoxyfos,180.486,2
CHLORETHOXYPHOS,,CHLORETHOXYPHOS,5106,,,1
CHLORFENAPYR,CHLORFENAPYR,CHLORFENAPYR,3938,Chlorfenapyr,180.513,3
CHLORFENVINPHOS,,CHLORFENVINPHOS,306,,,1
CHLORFLURENOLMETHYL,,"CHLORFLURENOL, METHYL ESTER",760,,,1
CHLORHEXIDINEDIACETATE,,CHLORHEXIDINE DIACETATE,1144,,,1
CHLORHEXIDINEGLUCONATE,,CHLORHEXIDINE GLUCONATE,5933,,,1
CHLORIMURON,CHLORIMURON,,,,,1
CHLORIMURONETHYL,,CHLORIMURON ETHYL,2458,Chlorimuron ethyl,180.429,2
CHLORINATEDRUBBER,,CHLORINATED RUBBER,3606,,,1
CHLORINATEDTRISODIUMPHOSPHATE,,CHLORINATED TRISODIUM PHOSPHATE (PRIOR TSP & SODIUM HYPOCHLORITE),2214,,,1
CHLORINE,,CHLORINE,131,,,1
CHLORINEDIOXIDE,,CHLORINE DIOXIDE,2053,,,1
CHLORMEQUAT,CHLORMEQUAT,,,,,1
CHLORMEQUATCHLORIDE,,CHLORMEQUAT CHLORIDE,1512,Chlormequat chloride,180.698,2
CHLOROACRYLATE,,CHLOROACRYLATE,2459,,,1
CHLOROALLYLALCOHOL,,CHLOROALLYL ALCOHOL ,4059,,,1
CHLOROBENZENE,,CHLOROBENZENE,2460,,,1
CHLOROBENZILATE,,CHLOROBENZILATE,132,,,1
CHLORODIBROMOMETHANE,,CHLORODIBROMOMETHANE,2462,,,1
CHLORODIFLUOROMETHANE,,CHLORO DIFLUORO METHANE,3104,,,1
CHLOROFORM,,CHLOROFORM,133,,,1
CHLOROHYDROXYALLANTOINATE,,CHLORO HYDROXY ALLANTOINATE,1142,,,1
CHLOROMETHOXYPROPYLMERCURICACETAMIDE,,CHLOROMETHOXY PROPYL MERCURIC ACETAMIDE,887,,,1
CHLORONEB,CHLORONEB,CHLORONEB,135,,,2
CHLOROPHACINONE,,CHLOROPHACINONE,1625,,,1
CHLOROPHYLL,,CHLOROPHYLL,3105,,,1
CHLOROPHYLLOILSOLUBLEZZ,,CHLOROPHYLL OIL SOLUBLE-ZZ,2465,,,1
CHLOROPICRIN,CHLOROPICRIN,CHLOROPICRIN,136,,,2
CHLOROPROPYLATE,,CHLOROPROPYLATE,137,,,1
CHLOROTETRACYCLINE,,CHLOROTETRACYCLINE,47,,,1
CHLOROTHALONIL,CHLOROTHALONIL,CHLOROTHALONIL,677,Chlorothalonil,180.275,3
CHLOROTOLUENE,,CHLOROTOLUENE,2467,,,1
CHLOROXURON,,CHLOROXURON,576,,,1
CHLORPROPHAM,CHLORPROPHAM,CHLORPROPHAM,141,Chlorpropham,180.181,3
CHLORPYRIFOS,CHLORPYRIFOS,CHLORPYRIFOS,253,Chlorpyrifos,180.342,3
CHLORPYRIFOSMETHYL,,CHLORPYRIFOS-METHYL,2468,Chlorpyrifos-methyl,180.419,2
CHLORPYRIFOSOXON,,CHLORPYRIFOS OXON,5034,,,1
CHLORSULFONAMIDE,,CHLORSULFONAMIDE ACID,6386,,,1
CHLORSULFURON,CHLORSULFURON,CHLORSULFURON,2143,Chlorsulfuron,180.405,3
CHLORTHALDIMETHYL,,CHLORTHAL-DIMETHYL,179,,,1
CHLORTHALMONOMETHYL,,CHLORTHAL-MONOMETHYL,6387,,,1
CHLORTHIOPHOS,,CHLORTHIOPHOS,2469,,,1
CHOLECALCIFEROL,,CHOLECALCIFEROL,2232,,,1
CHOLINECHLORIDE,,CHOLINE CHLORIDE,6260,,,1
CHROMAFENOZIDE,,CHROMAFENOZIDE,6267,,,1
CHROMIC,,CHROMIC ACID,1188,,,1
CHROMIUMDIOXIDE,,CHROMIUM DIOXIDE,2470,,,1
CHROMOBACTERIUMSUBTSUGAESTRAINPRAA41,,CHROMOBACTERIUM SUBTSUGAE STRAIN PRAA4-1,6024,,,1
CINMETHYLIN,,CINMETHYLIN,3536,,,1
CINNAMALDEHYDE,,CINNAMALDEHYDE,2277,,,1
CINNAMON,,CINNAMON,3607,,,1
CINNAMONOIL,,CINNAMON OIL,5577,,,1
CISCITRAL,,CIS-CITRAL,3107,,,1
CISCYHALOTHRIC,,CIS-CYHALOTHRIC ACID,6388|6477,,,1
CITRAL,,CITRAL,1009,,,1
CITRIC,,"CITRIC ACID|CITRIC ACID, AMMONIUM SALT",142|1816,,,1
CITRININANTIMYCIN,,"CITRININ, ANTIMYCIN",1001,,,1
CITRUSMEAL,,CITRUS MEAL,3608,,,1
CITRUSPECTIN,,CITRUS PECTIN,3609,,,1
CITRUSPULP,,CITRUS PULP,3610,,,1
CLAMSHELLS,,CLAM SHELLS,3611,,,1
CLARIFIEDHYDROPHOBICEXTRACTOFNEEMOIL,,CLARIFIED HYDROPHOBIC EXTRACT OF NEEM OIL,3979,,,1
CLETHODIM,CLETHODIM,CLETHODIM,3566,Clethodim,180.458,3
CLITORIATERNATEABIOLOGICALEXTRACT,,"CLITORIA TERNATEA, BIOLOGICAL EXTRACT",6457,,,1
CLODINAFOP,CLODINAFOP,,,,,1
CLODINAFOPPROPARGYL,,,,Clodinafop-propargyl,180.559,1
CLOFENTEZINE,CLOFENTEZINE,CLOFENTEZINE,2249,Clofentezine,180.446,3
CLOMAZONE,CLOMAZONE,CLOMAZONE,3537,Clomazone,180.425,3
CLONOSTACHYSROSEA,,CLONOSTACHYS ROSEA,6182,,,1
CLONOSTACHYSROSEASTRAINCR7,,CLONOSTACHYS ROSEA STRAIN CR-7,6335,,,1
CLONOSTACHYSROSEASTRAINJ1446,,CLONOSTACHYS ROSEA STRAIN J1446,5962,,,1
CLOPYRALID,CLOPYRALID,CLOPYRALID,5135,Clopyralid,180.431,3
CLOPYRALIDMONOETHANOLAMINE,,"CLOPYRALID, MONOETHANOLAMINE SALT",5050,,,1
CLOPYRALIDTRIETHYLAMINE,,"CLOPYRALID,TRIETHYLAMINE SALT",2339,,,1
CLOQUINTOCETMEXYL,,CLOQUINTOCET-MEXYL,6099,Cloquintocet-mexyl,180.56,2
CLORANSULAMMETHYL,CLORANSULAM-METHYL,CLORANSULAM-METHYL,5781,Cloransulam-methyl,180.514,3
CLOTHIANIDIN,CLOTHIANIDIN,CLOTHIANIDIN,5792,Clothianidin,180.586,3
CLOVEOIL,,CLOVE OIL,5018,,,1
CLOVES,,CLOVES,2333,,,1
COALTARDISTILLATEBOILINGBETWEEN270300DEGREESCELCIUS,,COAL TAR DISTILLATE BOILING BETWEEN 270-300 DEGREES CELCIUS,5042,,,1
COALTARHYDROCARBONS,,COAL TAR HYDROCARBONS,1719,,,1
COALTARNEUTRALOILSANDCOALTARCOMBINATIONS,,COAL TAR NEUTRAL OILS AND COAL TAR ACID COMBINATIONS,144,,,1
COALTARPHENOLS,,COAL TAR PHENOLS,1720,,,1
COBALTNAPHTHENATE,,COBALT NAPHTHENATE,3108,,,1
COBALTOCTOATE,,COBALT OCTOATE,3109,,,1
COBALTOUSSULFATE,,COBALTOUS SULFATE,3110,,,1
COCAMIDOPROPYLBETAINE,,COCAMIDOPROPYL BETAINE,2473,,,1
COCOA,,COCOA,3613,,,1
COCOAMPHOCARBOXYGLYCINATE,,COCO AMPHO CARBOXY GLYCINATE,2474,,,1
COCOASHELLS,,COCOA SHELLS,3614,,,1
COCOBETAINE,,COCO BETAINE,2475,,,1
COCODIAMINE,,COCODIAMINE,3615,,,1
COCONUTDIETHANOLAMIDE,,COCONUT DIETHANOLAMIDE,1598,,,1
COCONUTIMIDAZOLINESODIUMCARBOXYLATE,,COCONUT IMIDAZOLINE SODIUM CARBOXYLATE,1659,,,1
COCONUTOILAMINE,,COCONUT OIL AMINE,1759,,,1
COCONUTOILAMINEACETATE,,COCONUT OIL AMINE ACETATE,1164,,,1
COCONUTOILFATTYACIDS,,COCONUT OIL FATTY ACIDS,3616,,,1
COCONUTOILMONOETHANOLAMINE,,COCONUT OIL MONOETHANOLAMINE,1361,,,1
COCONUTOILPROPYLENEDIAMINE,,COCONUT OIL PROPYLENE DIAMINE,1740,,,1
COCONUTOILSOAP,,COCONUT OIL SOAP,2088,,,1
COCOSHELLFLOUR,,COCO SHELL FLOUR,3617,,,1
CODLINGMOTHGRANULOSISVIRUS,,CODLING MOTH GRANULOSIS VIRUS,2225,,,1
CODLIVEROIL,,COD LIVER OIL,2250,,,1
COFFEEGROUNDS,,COFFEE GROUNDS,3619,,,1
COLLAGEN,,COLLAGEN,1805,,,1
COLLETOTRICHUMGLOEOSPORIOIDESFSPAESCHYNOMENEATCC20358,,COLLETOTRICHUM GLOEOSPORIOIDES F.SP.AESCHYNOMENE ATCC20358,5128,,,1
COLLOID643,,COLLOID 643,2477,,,1
COLLOID840,,COLLOID 840,3527,,,1
