compound,biota_group,use_2018_Mkg_high,use_2018_Mkg_low,n_studies,n_tests,tier,tier_generous,tier_label,cas_resolution,n_cas_matched
NOVALURON,Springtails & soil mites,0.020979,0.0137519,2.0,4.0,1.0,3.0,"Lab, not in soil",dtxsid,1
NOVALURON,Mycorrhizal fungi,0.020979,0.0137519,0.0,0.0,0.0,0.0,No record,dtxsid,1
NOVALURON,Soil bacteria & protozoa,0.020979,0.0137519,0.0,0.0,0.0,0.0,No record,dtxsid,1
METHYL PARATHION,Earthworms & potworms,0.020969400000000003,0.0096119,0.0,0.0,0.0,0.0,No record,dtxsid,1
METHYL PARATHION,Springtails & soil mites,0.020969400000000003,0.0096119,0.0,0.0,0.0,0.0,No record,dtxsid,1
METHYL PARATHION,Mycorrhizal fungi,0.020969400000000003,0.0096119,0.0,0.0,0.0,0.0,No record,dtxsid,1
METHYL PARATHION,Soil bacteria & protozoa,0.020969400000000003,0.0096119,0.0,0.0,0.0,0.0,No record,dtxsid,1
MYCLOBUTANIL,Earthworms & potworms,0.020571,0.0196568,1.0,2.0,0.0,4.0,No record,dtxsid+name_family(3),4
MYCLOBUTANIL,Springtails & soil mites,0.020571,0.0196568,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
MYCLOBUTANIL,Mycorrhizal fungi,0.020571,0.0196568,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
MYCLOBUTANIL,Soil bacteria & protozoa,0.020571,0.0196568,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
COPPER OXYCHLORIDE S,Earthworms & potworms,0.0204131,0.0148789,,,,,CAS unresolved,unresolved,0
COPPER OXYCHLORIDE S,Springtails & soil mites,0.0204131,0.0148789,,,,,CAS unresolved,unresolved,0
COPPER OXYCHLORIDE S,Mycorrhizal fungi,0.0204131,0.0148789,,,,,CAS unresolved,unresolved,0
COPPER OXYCHLORIDE S,Soil bacteria & protozoa,0.0204131,0.0148789,,,,,CAS unresolved,unresolved,0
CYPERMETHRIN,Earthworms & potworms,0.019479,0.007864399999999999,6.0,14.0,2.0,3.0,"Lab, in soil, acute (<=14 d)",dtxsid+name_family(11),12
CYPERMETHRIN,Springtails & soil mites,0.019479,0.007864399999999999,1.0,6.0,0.0,2.0,No record,dtxsid+name_family(11),12
CYPERMETHRIN,Mycorrhizal fungi,0.019479,0.007864399999999999,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(11),12
CYPERMETHRIN,Soil bacteria & protozoa,0.019479,0.007864399999999999,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(11),12
PROHEXADIONE,Earthworms & potworms,0.0190882,0.0139819,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
PROHEXADIONE,Springtails & soil mites,0.0190882,0.0139819,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
PROHEXADIONE,Mycorrhizal fungi,0.0190882,0.0139819,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
PROHEXADIONE,Soil bacteria & protozoa,0.0190882,0.0139819,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
BUTRALIN,Earthworms & potworms,0.0188008,0.0129784,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
BUTRALIN,Springtails & soil mites,0.0188008,0.0129784,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
BUTRALIN,Mycorrhizal fungi,0.0188008,0.0129784,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
BUTRALIN,Soil bacteria & protozoa,0.0188008,0.0129784,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
PYRIDABEN,Earthworms & potworms,0.0184934,0.0112572,1.0,1.0,0.0,2.0,No record,dtxsid,1
PYRIDABEN,Springtails & soil mites,0.0184934,0.0112572,0.0,0.0,0.0,0.0,No record,dtxsid,1
PYRIDABEN,Mycorrhizal fungi,0.0184934,0.0112572,0.0,0.0,0.0,0.0,No record,dtxsid,1
PYRIDABEN,Soil bacteria & protozoa,0.0184934,0.0112572,0.0,0.0,0.0,0.0,No record,dtxsid,1
BENFLURALIN,Earthworms & potworms,0.0181858,0.0181858,1.0,1.0,0.0,5.0,No record,dtxsid+name_family(3),4
BENFLURALIN,Springtails & soil mites,0.0181858,0.0181858,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
BENFLURALIN,Mycorrhizal fungi,0.0181858,0.0181858,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
BENFLURALIN,Soil bacteria & protozoa,0.0181858,0.0181858,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
MANDIPROPAMID,Earthworms & potworms,0.018100599999999998,0.0154975,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
MANDIPROPAMID,Springtails & soil mites,0.018100599999999998,0.0154975,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
MANDIPROPAMID,Mycorrhizal fungi,0.018100599999999998,0.0154975,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
MANDIPROPAMID,Soil bacteria & protozoa,0.018100599999999998,0.0154975,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
PROPOXYCARBAZONE,Earthworms & potworms,0.0179454,0.0117636,,,,,CAS unresolved,unresolved,0
PROPOXYCARBAZONE,Springtails & soil mites,0.0179454,0.0117636,,,,,CAS unresolved,unresolved,0
PROPOXYCARBAZONE,Mycorrhizal fungi,0.0179454,0.0117636,,,,,CAS unresolved,unresolved,0
PROPOXYCARBAZONE,Soil bacteria & protozoa,0.0179454,0.0117636,,,,,CAS unresolved,unresolved,0
PROPYZAMIDE,Earthworms & potworms,0.017523199999999996,0.017523199999999996,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
PROPYZAMIDE,Springtails & soil mites,0.017523199999999996,0.017523199999999996,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
PROPYZAMIDE,Mycorrhizal fungi,0.017523199999999996,0.017523199999999996,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
PROPYZAMIDE,Soil bacteria & protozoa,0.017523199999999996,0.017523199999999996,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
FAMOXADONE,Earthworms & potworms,0.017079900000000002,0.0110449,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
FAMOXADONE,Springtails & soil mites,0.017079900000000002,0.0110449,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
FAMOXADONE,Mycorrhizal fungi,0.017079900000000002,0.0110449,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
FAMOXADONE,Soil bacteria & protozoa,0.017079900000000002,0.0110449,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
DELTAMETHRIN,Earthworms & potworms,0.0169912,0.0052778,5.0,18.0,3.0,3.0,"Lab, in soil, chronic (>14 d)",dtxsid,1
DELTAMETHRIN,Springtails & soil mites,0.0169912,0.0052778,2.0,14.0,2.0,3.0,"Lab, in soil, acute (<=14 d)",dtxsid,1
DELTAMETHRIN,Mycorrhizal fungi,0.0169912,0.0052778,0.0,0.0,0.0,0.0,No record,dtxsid,1
DELTAMETHRIN,Soil bacteria & protozoa,0.0169912,0.0052778,0.0,0.0,0.0,0.0,No record,dtxsid,1
CYHALOTHRIN-GAMMA,Earthworms & potworms,0.0169512,0.0041221999999999995,,,,,CAS unresolved,unresolved,0
CYHALOTHRIN-GAMMA,Springtails & soil mites,0.0169512,0.0041221999999999995,,,,,CAS unresolved,unresolved,0
CYHALOTHRIN-GAMMA,Mycorrhizal fungi,0.0169512,0.0041221999999999995,,,,,CAS unresolved,unresolved,0
CYHALOTHRIN-GAMMA,Soil bacteria & protozoa,0.0169512,0.0041221999999999995,,,,,CAS unresolved,unresolved,0
ZOXAMIDE,Earthworms & potworms,0.016819599999999997,0.0110842,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
ZOXAMIDE,Springtails & soil mites,0.016819599999999997,0.0110842,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
ZOXAMIDE,Mycorrhizal fungi,0.016819599999999997,0.0110842,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
ZOXAMIDE,Soil bacteria & protozoa,0.016819599999999997,0.0110842,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
FENBUCONAZOLE,Earthworms & potworms,0.0165483,0.0161491,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
FENBUCONAZOLE,Springtails & soil mites,0.0165483,0.0161491,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
FENBUCONAZOLE,Mycorrhizal fungi,0.0165483,0.0161491,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
FENBUCONAZOLE,Soil bacteria & protozoa,0.0165483,0.0161491,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
DIMETHOMORPH,Earthworms & potworms,0.0162915,0.009548,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
DIMETHOMORPH,Springtails & soil mites,0.0162915,0.009548,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
DIMETHOMORPH,Mycorrhizal fungi,0.0162915,0.009548,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
DIMETHOMORPH,Soil bacteria & protozoa,0.0162915,0.009548,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
ABAMECTIN,Earthworms & potworms,0.0150896,0.011562,8.0,20.0,3.0,3.0,"Lab, in soil, chronic (>14 d)",dtxsid+name_family(14),15
ABAMECTIN,Springtails & soil mites,0.0150896,0.011562,2.0,4.0,3.0,3.0,"Lab, in soil, chronic (>14 d)",dtxsid+name_family(14),15
ABAMECTIN,Mycorrhizal fungi,0.0150896,0.011562,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(14),15
ABAMECTIN,Soil bacteria & protozoa,0.0150896,0.011562,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(14),15
INDAZIFLAM,Earthworms & potworms,0.014478600000000001,0.0141015,0.0,0.0,0.0,0.0,No record,dtxsid,1
INDAZIFLAM,Springtails & soil mites,0.014478600000000001,0.0141015,0.0,0.0,0.0,0.0,No record,dtxsid,1
INDAZIFLAM,Mycorrhizal fungi,0.014478600000000001,0.0141015,0.0,0.0,0.0,0.0,No record,dtxsid,1
INDAZIFLAM,Soil bacteria & protozoa,0.014478600000000001,0.0141015,0.0,0.0,0.0,0.0,No record,dtxsid,1
CYANAMIDE,Earthworms & potworms,0.0144185,0.0105188,0.0,0.0,0.0,0.0,No record,dtxsid,1
CYANAMIDE,Springtails & soil mites,0.0144185,0.0105188,0.0,0.0,0.0,0.0,No record,dtxsid,1
CYANAMIDE,Mycorrhizal fungi,0.0144185,0.0105188,0.0,0.0,0.0,0.0,No record,dtxsid,1
CYANAMIDE,Soil bacteria & protozoa,0.0144185,0.0105188,0.0,0.0,0.0,0.0,No record,dtxsid,1
FLONICAMID,Earthworms & potworms,0.0143447,0.0069181,1.0,1.0,0.0,2.0,No record,dtxsid+name_family(1),2
FLONICAMID,Springtails & soil mites,0.0143447,0.0069181,2.0,5.0,1.0,2.0,"Lab, not in soil",dtxsid+name_family(1),2
FLONICAMID,Mycorrhizal fungi,0.0143447,0.0069181,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
FLONICAMID,Soil bacteria & protozoa,0.0143447,0.0069181,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
TOLFENPYRAD,Earthworms & potworms,0.0142214,0.010016200000000001,,,,,CAS unresolved,unresolved,0
TOLFENPYRAD,Springtails & soil mites,0.0142214,0.010016200000000001,,,,,CAS unresolved,unresolved,0
TOLFENPYRAD,Mycorrhizal fungi,0.0142214,0.010016200000000001,,,,,CAS unresolved,unresolved,0
TOLFENPYRAD,Soil bacteria & protozoa,0.0142214,0.010016200000000001,,,,,CAS unresolved,unresolved,0
FLUTHIACET-METHYL,Earthworms & potworms,0.0141771,0.0072283,0.0,0.0,0.0,0.0,No record,dtxsid,1
FLUTHIACET-METHYL,Springtails & soil mites,0.0141771,0.0072283,0.0,0.0,0.0,0.0,No record,dtxsid,1
FLUTHIACET-METHYL,Mycorrhizal fungi,0.0141771,0.0072283,0.0,0.0,0.0,0.0,No record,dtxsid,1
FLUTHIACET-METHYL,Soil bacteria & protozoa,0.0141771,0.0072283,0.0,0.0,0.0,0.0,No record,dtxsid,1
INDOXACARB,Earthworms & potworms,0.0135023,0.0084577,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
INDOXACARB,Springtails & soil mites,0.0135023,0.0084577,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
INDOXACARB,Mycorrhizal fungi,0.0135023,0.0084577,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
INDOXACARB,Soil bacteria & protozoa,0.0135023,0.0084577,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
CLODINAFOP,Earthworms & potworms,0.013222600000000001,0.0062712,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
CLODINAFOP,Springtails & soil mites,0.013222600000000001,0.0062712,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
CLODINAFOP,Mycorrhizal fungi,0.013222600000000001,0.0062712,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
CLODINAFOP,Soil bacteria & protozoa,0.013222600000000001,0.0062712,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
REYNOUTRIA SACHALINENSIS,Earthworms & potworms,0.0129905,0.0072562,,,,,CAS unresolved,unresolved,0
REYNOUTRIA SACHALINENSIS,Springtails & soil mites,0.0129905,0.0072562,,,,,CAS unresolved,unresolved,0
REYNOUTRIA SACHALINENSIS,Mycorrhizal fungi,0.0129905,0.0072562,,,,,CAS unresolved,unresolved,0
REYNOUTRIA SACHALINENSIS,Soil bacteria & protozoa,0.0129905,0.0072562,,,,,CAS unresolved,unresolved,0
TERBACIL,Earthworms & potworms,0.0127577,0.0073191,0.0,0.0,0.0,0.0,No record,dtxsid,1
TERBACIL,Springtails & soil mites,0.0127577,0.0073191,0.0,0.0,0.0,0.0,No record,dtxsid,1
TERBACIL,Mycorrhizal fungi,0.0127577,0.0073191,0.0,0.0,0.0,0.0,No record,dtxsid,1
TERBACIL,Soil bacteria & protozoa,0.0127577,0.0073191,0.0,0.0,0.0,0.0,No record,dtxsid,1
DICLORAN,Earthworms & potworms,0.0118456,0.0079296,0.0,0.0,0.0,0.0,No record,dtxsid,1
DICLORAN,Springtails & soil mites,0.0118456,0.0079296,0.0,0.0,0.0,0.0,No record,dtxsid,1
DICLORAN,Mycorrhizal fungi,0.0118456,0.0079296,0.0,0.0,0.0,0.0,No record,dtxsid,1
DICLORAN,Soil bacteria & protozoa,0.0118456,0.0079296,0.0,0.0,0.0,0.0,No record,dtxsid,1
PYMETROZINE,Earthworms & potworms,0.0112422,0.0039389,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
PYMETROZINE,Springtails & soil mites,0.0112422,0.0039389,1.0,2.0,0.0,4.0,No record,dtxsid+name_family(1),2
PYMETROZINE,Mycorrhizal fungi,0.0112422,0.0039389,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
PYMETROZINE,Soil bacteria & protozoa,0.0112422,0.0039389,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
FENPYROXIMATE,Earthworms & potworms,0.0108976,0.0074463,1.0,1.0,0.0,2.0,No record,dtxsid,1
FENPYROXIMATE,Springtails & soil mites,0.0108976,0.0074463,0.0,0.0,0.0,0.0,No record,dtxsid,1
FENPYROXIMATE,Mycorrhizal fungi,0.0108976,0.0074463,0.0,0.0,0.0,0.0,No record,dtxsid,1
FENPYROXIMATE,Soil bacteria & protozoa,0.0108976,0.0074463,0.0,0.0,0.0,0.0,No record,dtxsid,1
AMECTOCTRADIN,Earthworms & potworms,0.010557200000000001,0.0066357,,,,,CAS unresolved,unresolved,0
AMECTOCTRADIN,Springtails & soil mites,0.010557200000000001,0.0066357,,,,,CAS unresolved,unresolved,0
AMECTOCTRADIN,Mycorrhizal fungi,0.010557200000000001,0.0066357,,,,,CAS unresolved,unresolved,0
AMECTOCTRADIN,Soil bacteria & protozoa,0.010557200000000001,0.0066357,,,,,CAS unresolved,unresolved,0
PROPAZINE,Earthworms & potworms,0.0104934,0.0042211,0.0,0.0,0.0,0.0,No record,dtxsid,1
PROPAZINE,Springtails & soil mites,0.0104934,0.0042211,0.0,0.0,0.0,0.0,No record,dtxsid,1
PROPAZINE,Mycorrhizal fungi,0.0104934,0.0042211,0.0,0.0,0.0,0.0,No record,dtxsid,1
PROPAZINE,Soil bacteria & protozoa,0.0104934,0.0042211,0.0,0.0,0.0,0.0,No record,dtxsid,1
TEBUTHIURON,Earthworms & potworms,0.0103608,0.0033205,0.0,0.0,0.0,0.0,No record,dtxsid,1
TEBUTHIURON,Springtails & soil mites,0.0103608,0.0033205,0.0,0.0,0.0,0.0,No record,dtxsid,1
TEBUTHIURON,Mycorrhizal fungi,0.0103608,0.0033205,0.0,0.0,0.0,0.0,No record,dtxsid,1
TEBUTHIURON,Soil bacteria & protozoa,0.0103608,0.0033205,0.0,0.0,0.0,0.0,No record,dtxsid,1
DINOTEFURAN,Earthworms & potworms,0.0101956,0.0085369,4.0,9.0,3.0,3.0,"Lab, in soil, chronic (>14 d)",dtxsid,1
DINOTEFURAN,Springtails & soil mites,0.0101956,0.0085369,4.0,9.0,3.0,4.0,"Lab, in soil, chronic (>14 d)",dtxsid,1
DINOTEFURAN,Mycorrhizal fungi,0.0101956,0.0085369,0.0,0.0,0.0,0.0,No record,dtxsid,1
DINOTEFURAN,Soil bacteria & protozoa,0.0101956,0.0085369,0.0,0.0,0.0,0.0,No record,dtxsid,1
AUREOBASIDIUM PULLULANS,Earthworms & potworms,0.009988700000000001,0.009929799999999999,,,,,CAS unresolved,unresolved,0
AUREOBASIDIUM PULLULANS,Springtails & soil mites,0.009988700000000001,0.009929799999999999,,,,,CAS unresolved,unresolved,0
AUREOBASIDIUM PULLULANS,Mycorrhizal fungi,0.009988700000000001,0.009929799999999999,,,,,CAS unresolved,unresolved,0
AUREOBASIDIUM PULLULANS,Soil bacteria & protozoa,0.009988700000000001,0.009929799999999999,,,,,CAS unresolved,unresolved,0
FLURIDONE,Earthworms & potworms,0.009775,0.0037565,0.0,0.0,0.0,0.0,No record,dtxsid,1
FLURIDONE,Springtails & soil mites,0.009775,0.0037565,0.0,0.0,0.0,0.0,No record,dtxsid,1
FLURIDONE,Mycorrhizal fungi,0.009775,0.0037565,0.0,0.0,0.0,0.0,No record,dtxsid,1
FLURIDONE,Soil bacteria & protozoa,0.009775,0.0037565,0.0,0.0,0.0,0.0,No record,dtxsid,1
SULFOSULFURON,Earthworms & potworms,0.0093681,0.0031669000000000003,0.0,0.0,0.0,0.0,No record,dtxsid,1
SULFOSULFURON,Springtails & soil mites,0.0093681,0.0031669000000000003,0.0,0.0,0.0,0.0,No record,dtxsid,1
SULFOSULFURON,Mycorrhizal fungi,0.0093681,0.0031669000000000003,0.0,0.0,0.0,0.0,No record,dtxsid,1
SULFOSULFURON,Soil bacteria & protozoa,0.0093681,0.0031669000000000003,0.0,0.0,0.0,0.0,No record,dtxsid,1
BACILLUS SUBTILIS,Earthworms & potworms,0.008881,0.008765700000000001,,,,,CAS unresolved,unresolved,0
BACILLUS SUBTILIS,Springtails & soil mites,0.008881,0.008765700000000001,,,,,CAS unresolved,unresolved,0
BACILLUS SUBTILIS,Mycorrhizal fungi,0.008881,0.008765700000000001,,,,,CAS unresolved,unresolved,0
BACILLUS SUBTILIS,Soil bacteria & protozoa,0.008881,0.008765700000000001,,,,,CAS unresolved,unresolved,0
FLUOPICOLIDE,Earthworms & potworms,0.0085893,0.0065761000000000005,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
FLUOPICOLIDE,Springtails & soil mites,0.0085893,0.0065761000000000005,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
FLUOPICOLIDE,Mycorrhizal fungi,0.0085893,0.0065761000000000005,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
FLUOPICOLIDE,Soil bacteria & protozoa,0.0085893,0.0065761000000000005,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
PROSULFURON,Earthworms & potworms,0.0085695,0.0029621,0.0,0.0,0.0,0.0,No record,dtxsid,1
PROSULFURON,Springtails & soil mites,0.0085695,0.0029621,0.0,0.0,0.0,0.0,No record,dtxsid,1
PROSULFURON,Mycorrhizal fungi,0.0085695,0.0029621,0.0,0.0,0.0,0.0,No record,dtxsid,1
PROSULFURON,Soil bacteria & protozoa,0.0085695,0.0029621,0.0,0.0,0.0,0.0,No record,dtxsid,1
CYAZOFAMID,Earthworms & potworms,0.008351299999999999,0.008035,1.0,1.0,0.0,2.0,No record,dtxsid,1
CYAZOFAMID,Springtails & soil mites,0.008351299999999999,0.008035,0.0,0.0,0.0,0.0,No record,dtxsid,1
CYAZOFAMID,Mycorrhizal fungi,0.008351299999999999,0.008035,0.0,0.0,0.0,0.0,No record,dtxsid,1
CYAZOFAMID,Soil bacteria & protozoa,0.008351299999999999,0.008035,0.0,0.0,0.0,0.0,No record,dtxsid,1
FENBUTATIN OXIDE,Earthworms & potworms,0.0080006,0.007052900000000001,0.0,0.0,0.0,0.0,No record,dtxsid,1
FENBUTATIN OXIDE,Springtails & soil mites,0.0080006,0.007052900000000001,0.0,0.0,0.0,0.0,No record,dtxsid,1
FENBUTATIN OXIDE,Mycorrhizal fungi,0.0080006,0.007052900000000001,0.0,0.0,0.0,0.0,No record,dtxsid,1
FENBUTATIN OXIDE,Soil bacteria & protozoa,0.0080006,0.007052900000000001,0.0,0.0,0.0,0.0,No record,dtxsid,1
KRESOXIM-METHYL,Earthworms & potworms,0.0077511,0.00638,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
KRESOXIM-METHYL,Springtails & soil mites,0.0077511,0.00638,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
KRESOXIM-METHYL,Mycorrhizal fungi,0.0077511,0.00638,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
KRESOXIM-METHYL,Soil bacteria & protozoa,0.0077511,0.00638,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
FLORASULAM,Earthworms & potworms,0.0074572,0.004630899999999999,0.0,0.0,0.0,0.0,No record,dtxsid,1
FLORASULAM,Springtails & soil mites,0.0074572,0.004630899999999999,0.0,0.0,0.0,0.0,No record,dtxsid,1
FLORASULAM,Mycorrhizal fungi,0.0074572,0.004630899999999999,0.0,0.0,0.0,0.0,No record,dtxsid,1
FLORASULAM,Soil bacteria & protozoa,0.0074572,0.004630899999999999,0.0,0.0,0.0,0.0,No record,dtxsid,1
BACILLUS MYCOIDES,Earthworms & potworms,0.0072338,0.0045258,,,,,CAS unresolved,unresolved,0
BACILLUS MYCOIDES,Springtails & soil mites,0.0072338,0.0045258,,,,,CAS unresolved,unresolved,0
BACILLUS MYCOIDES,Mycorrhizal fungi,0.0072338,0.0045258,,,,,CAS unresolved,unresolved,0
BACILLUS MYCOIDES,Soil bacteria & protozoa,0.0072338,0.0045258,,,,,CAS unresolved,unresolved,0
QUINOXYFEN,Earthworms & potworms,0.0070996,0.0066847,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
QUINOXYFEN,Springtails & soil mites,0.0070996,0.0066847,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
QUINOXYFEN,Mycorrhizal fungi,0.0070996,0.0066847,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
QUINOXYFEN,Soil bacteria & protozoa,0.0070996,0.0066847,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
ORYZALIN,Earthworms & potworms,0.0069721,0.0065767,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
ORYZALIN,Springtails & soil mites,0.0069721,0.0065767,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
ORYZALIN,Mycorrhizal fungi,0.0069721,0.0065767,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
ORYZALIN,Soil bacteria & protozoa,0.0069721,0.0065767,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
EMAMECTIN,Earthworms & potworms,0.006593,0.0004764,1.0,2.0,0.0,2.0,No record,dtxsid+name_family(3),4
EMAMECTIN,Springtails & soil mites,0.006593,0.0004764,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
EMAMECTIN,Mycorrhizal fungi,0.006593,0.0004764,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
EMAMECTIN,Soil bacteria & protozoa,0.006593,0.0004764,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
NALED,Earthworms & potworms,0.0064156000000000005,0.0055705,0.0,0.0,0.0,0.0,No record,dtxsid,1
NALED,Springtails & soil mites,0.0064156000000000005,0.0055705,0.0,0.0,0.0,0.0,No record,dtxsid,1
NALED,Mycorrhizal fungi,0.0064156000000000005,0.0055705,0.0,0.0,0.0,0.0,No record,dtxsid,1
NALED,Soil bacteria & protozoa,0.0064156000000000005,0.0055705,0.0,0.0,0.0,0.0,No record,dtxsid,1
IMAZOSULFURON,Earthworms & potworms,0.0061855,0.0009194000000000001,0.0,0.0,0.0,0.0,No record,dtxsid,1
IMAZOSULFURON,Springtails & soil mites,0.0061855,0.0009194000000000001,0.0,0.0,0.0,0.0,No record,dtxsid,1
IMAZOSULFURON,Mycorrhizal fungi,0.0061855,0.0009194000000000001,0.0,0.0,0.0,0.0,No record,dtxsid,1
IMAZOSULFURON,Soil bacteria & protozoa,0.0061855,0.0009194000000000001,0.0,0.0,0.0,0.0,No record,dtxsid,1
FLUBENDIAMIDE,Earthworms & potworms,0.0061091,0.0027521,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(4),5
FLUBENDIAMIDE,Springtails & soil mites,0.0061091,0.0027521,2.0,3.0,3.0,4.0,"Lab, in soil, chronic (>14 d)",dtxsid+name_family(4),5
FLUBENDIAMIDE,Mycorrhizal fungi,0.0061091,0.0027521,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(4),5
FLUBENDIAMIDE,Soil bacteria & protozoa,0.0061091,0.0027521,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(4),5
BLADPROTEIN,Earthworms & potworms,0.0060867000000000004,0.0014253,,,,,CAS unresolved,unresolved,0
BLADPROTEIN,Springtails & soil mites,0.0060867000000000004,0.0014253,,,,,CAS unresolved,unresolved,0
BLADPROTEIN,Mycorrhizal fungi,0.0060867000000000004,0.0014253,,,,,CAS unresolved,unresolved,0
BLADPROTEIN,Soil bacteria & protozoa,0.0060867000000000004,0.0014253,,,,,CAS unresolved,unresolved,0
AVIGLYCINE,Earthworms & potworms,0.0060162,0.005977099999999999,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
AVIGLYCINE,Springtails & soil mites,0.0060162,0.005977099999999999,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
AVIGLYCINE,Mycorrhizal fungi,0.0060162,0.005977099999999999,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
AVIGLYCINE,Soil bacteria & protozoa,0.0060162,0.005977099999999999,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
PRIMISULFURON,Earthworms & potworms,0.005803,0.0012636,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
PRIMISULFURON,Springtails & soil mites,0.005803,0.0012636,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
